,term,score
0,sinatra,455.2541241008762
1,albums,67.56288428924628
2,album,61.36322854591818
3,singer,60.822023821891364
4,pop,57.858823761407045
5,dorsey,55.1906748693468
6,recording,52.778146849755885
7,songs,37.49739715246899
8,hit,36.32834379045637
9,film,34.72631946494504
10,capitol,34.32887455226629
11,voice,29.392622335871565
12,reprise,29.033747796932303
13,vocal,28.50503952798848
14,hoboken,27.5953374346734
15,sammy,27.5953374346734
16,band,26.574743276787682
17,recorded,26.355551483282767
18,nancy,26.0424749435582
19,1953,25.74628507768239
20,1940,25.524338063223983
21,career,25.393168535392018
22,record,24.1672547832243
23,released,23.788289722641956
24,concert,23.252900367189223
25,crosby,23.226998237545843
26,movie,23.05400783580798
27,song,22.692601413474467
28,1980,22.515376757584438
29,recordings,21.4389440272762
30,contract,21.239125860026757
31,tommy,21.18369574248188
32,rat,21.18369574248188
33,rock,20.828247861416543
34,eternity,20.45440951530606
35,arranger,20.45440951530606
36,singles,20.45440951530606
37,male,20.360742519991774
38,1957,19.225351352864287
39,frank,19.11682204711253
40,music,18.982098839210515
41,maggio,18.636644002483877
42,swinger,18.636644002483877
43,stordahl,18.636644002483877
44,pied,18.636644002483877
45,cahn,18.636644002483877
46,heusen,18.636644002483877
47,pipers,18.636644002483877
48,gambling,18.4111070202421
49,columbia,18.2090772839528
50,label,18.0298663010248
51,million,18.011211983176374
52,actor,17.841217291981465
53,50,17.785844967442806
54,lyrics,17.68182079306628
55,riddle,17.420248678159382
56,september,17.069513025048906
57,singing,17.044271432940448
58,films,16.966946424893106
59,singers,16.78924658780944
60,swing,16.78924658780944
61,records,16.478872588169388
62,release,16.338878441640922
63,1963,16.294242636168867
64,late,16.27247188824053
65,played,16.180479403745593
66,performance,16.027532060743866
67,swingin,15.88777180686141
68,wee,15.88777180686141
69,emotional,15.838461148856009
70,string,15.638518298002317
71,concerts,15.638518298002317
72,beatles,15.340807136479546
73,entertainers,15.340807136479546
74,jimmy,15.257277578785018
75,personality,15.215483973525291
76,included,15.157812431666517
77,popular,14.883668484601287
78,ballad,14.878355096997772
79,vegas,14.878355096997772
80,pro,14.745944092745479
81,james,14.709385623249197
82,movies,14.490143314110497
83,nicknamed,14.477760919124204
84,introspective,14.477760919124204
85,1981,14.292629351517466
86,disk,14.124411812155055
87,pack,14.124411812155055
88,gala,14.124411812155055
89,playboy,14.124411812155055
90,sang,14.016657865569659
91,you,13.854472497294466
92,lovers,13.808330265181574
93,las,13.808330265181574
94,bobby,13.808330265181574
95,1960,13.451536523655017
96,golden,13.287371638393841
97,swinging,13.26136559479971
98,roles,13.177775741641383
99,1944,13.006483774252002
100,1954,12.873142538841195
101,show,12.657427814746976
102,defined,12.59193494085708
103,tony,12.59193494085708
104,classic,12.576646929444031
105,signed,12.493213003951587
106,won,12.42802971662803
107,giancana,12.42442933498925
108,artanis,12.42442933498925
109,soxers,12.42442933498925
110,duet,12.42442933498925
111,crooner,12.42442933498925
112,jazzier,12.42442933498925
113,barbato,12.42442933498925
114,ding,12.42442933498925
115,license,12.398319377444366
116,solo,12.398319377444366
117,youthful,12.398319377444366
118,jr,12.313552957821269
119,star,12.197268646999932
120,1945,12.197268646999932
121,millions,12.08362739161215
122,me,12.065048084337397
123,personal,12.045132288621952
124,1948,12.027760888621525
125,business,12.000522417696846
126,my,11.985520612755613
127,1966,11.973355370505697
128,hits,11.88276860666439
129,eyed,11.728888723501738
130,manchurian,11.613499118772921
131,tina,11.613499118772921
