,term,score
0,harrison,76.28481171300972
1,rex,38.607362450997876
2,higgins,33.11440492160808
3,lady,26.94004958363782
4,fair,26.415629410522033
5,stage,19.843933340359385
6,cleopatra,19.83780679599703
7,film,18.698787404201177
8,musical,17.173863481320122
9,you,16.933244163359905
10,carey,16.55720246080404
11,circle,15.958948906751312
12,caesar,15.88777180686141
13,1989,15.079470528501682
14,my,14.981900765944516
15,theater,14.490143314110497
16,professor,12.939368672591298
17,kendall,12.42442933498925
18,actor,11.894144861320978
19,production,11.04890848665215
20,lerner,11.03813497386936
21,performance,10.685021373829244
22,colonels,10.59184787124094
23,noel,10.59184787124094
24,ve,10.405187019401602
25,andrews,10.22720475765303
26,liverpool,10.22720475765303
27,julie,10.22720475765303
28,haven,10.22656285976427
29,sir,10.05004135969547
30,henry,9.850842366257016
31,eliza,9.651840612749469
32,portrayals,9.416274541436703
33,crowther,9.416274541436703
34,portrayal,9.0149331505124
35,atkinson,9.0149331505124
36,lyrics,8.84091039653314
37,actress,8.694085988466298
38,hart,8.680824981186067
39,acting,8.586931740660061
40,films,8.483473212446553
41,show,8.438285209831317
42,tony,8.39462329390472
43,hit,8.383463951643778
44,broadway,8.383463951643778
45,played,8.090239701872797
46,role,8.060050879331266
47,1964,7.970599818015634
48,co,7.928045913039764
49,anne,7.721678820662294
50,award,7.570005640142066
51,like,7.468578980997652
52,revival,7.372972046372739
53,1948,7.216656533172916
54,1978,7.146314675758733
55,1981,7.146314675758733
56,town,6.930725993759941
57,your,6.841167104310897
58,artistic,6.81770857317618
59,experience,6.782912846739592
60,thousand,6.483600403849848
61,don,6.378715064829123
62,george,6.304022409963942
63,learn,6.242344428272618
64,waspish,6.212214667494625
65,loewe,6.212214667494625
66,mercia,6.212214667494625
67,kingfisher,6.212214667494625
68,huyton,6.212214667494625
69,whooped,6.212214667494625
70,unfaithfully,6.212214667494625
71,shavian,6.212214667494625
72,magnanimity,6.212214667494625
73,iggins,6.212214667494625
74,stagestruck,6.212214667494625
75,enry,6.212214667494625
76,cardigans,6.212214667494625
77,phonetics,6.212214667494625
78,duffer,6.212214667494625
79,lilli,6.212214667494625
80,rees,6.212214667494625
81,rattles,6.212214667494625
82,quarrying,6.212214667494625
83,glynis,6.212214667494625
84,disappointingly,6.212214667494625
85,crichton,6.212214667494625
86,doolittle,6.212214667494625
87,mellifluous,6.212214667494625
88,enchantingly,6.212214667494625
89,cockney,6.212214667494625
