,term,score
0,dulles,386.06725619890483
1,foster,67.15698635123776
2,foreign,48.3345095664486
3,policy,40.174603094114104
4,state,38.80136241414203
5,grandfather,38.59778872728761
6,states,37.59018468167069
7,president,32.32710249368709
8,secretary,30.004630785595403
9,conference,28.76392647596797
10,dewey,28.50503952798848
11,communist,27.00669228663604
12,eisenhower,26.142205506625476
13,soviet,23.171656569914152
14,french,23.102419979199805
15,lawyer,22.355903871050074
16,dienbienphu,22.07626994773872
17,department,20.975857825960688
18,treaty,20.828247861416543
19,east,19.926125692428837
20,truman,18.727033284817857
21,resolution,18.047624910251205
22,chiang,18.0298663010248
23,reparations,17.420248678159382
24,fishing,17.361649962372134
25,washington,17.357652950705965
26,nations,17.157101862607437
27,phrases,17.065218073757247
28,british,16.91707834825701
29,quemoy,16.55720246080404
30,ontario,15.88777180686141
31,defense,15.772174374231088
32,1954,15.447771046609436
33,affairs,15.36933855720532
34,assignment,15.257277578785018
35,cromwell,14.878355096997772
36,alliance,14.438099928200964
37,doctrine,14.152264072272384
38,phrase,14.152264072272384
39,inspection,14.124411812155055
40,lebanon,14.124411812155055
41,far,13.79621540446715
42,office,13.79621540446715
43,neutrality,13.5223997257686
44,sailing,13.5223997257686
45,law,13.01498039796045
46,aggression,12.798913555317935
47,goa,12.42442933498925
48,seato,12.42442933498925
49,handiwork,12.42442933498925
50,reappraisal,12.42442933498925
51,cabin,12.398319377444366
52,china,12.394797433137002
53,another,12.240667522963243
54,europe,12.135359552809195
55,community,11.665511205961185
56,formosa,11.613499118772921
57,boating,11.613499118772921
58,gaps,11.613499118772921
59,brinkmanship,11.613499118772921
60,charlemagne,11.613499118772921
61,against,11.608364431258588
62,islands,11.582518230993442
63,middle,11.451206656066555
64,island,11.449242320880082
65,senate,11.449242320880082
66,swimming,11.442958184088763
67,partner,11.181924053119873
68,asia,11.181924053119873
69,paris,11.16266506796332
70,adviser,11.05945806955911
71,indirect,11.03813497386936
72,mcleod,11.03813497386936
73,auburn,11.03813497386936
74,watertown,11.03813497386936
75,republican,10.985915058779593
76,egypt,10.828574946150724
77,chinese,10.828574946150724
78,delegation,10.828574946150724
79,diplomacy,10.828574946150724
80,election,10.743416571513855
81,study,10.71593956628407
82,bipartisan,10.59184787124094
83,negotiator,10.59184787124094
84,skies,10.59184787124094
85,union,10.547856512289147
86,1956,10.459609627624717
87,diplomatic,10.414123930708271
88,job,10.345399705515462
89,carriers,10.22720475765303
90,bert,10.22720475765303
91,immoral,10.22720475765303
92,portuguese,10.22720475765303
93,corporation,10.137003970315227
94,concept,10.05004135969547
95,flew,10.05004135969547
96,western,9.99457040316127
97,crisis,9.96552872879538
98,named,9.926904611132226
99,councils,9.918903397998514
100,asian,9.918903397998514
101,iraqi,9.918903397998514
102,neglect,9.918903397998514
103,janet,9.918903397998514
104,john,9.887198856160733
105,operations,9.883331806231038
106,got,9.81859712722633
107,cabinet,9.725400605774771
108,moralist,9.651840612749469
109,peace,9.62220871089722
110,possible,9.448268263138266
111,suez,9.416274541436703
112,hague,9.416274541436703
113,comfortably,9.416274541436703
114,cooking,9.416274541436703
115,acheson,9.416274541436703
116,withdrawing,9.416274541436703
117,coined,9.416274541436703
118,sought,9.32260347820475
119,led,9.277529204025166
120,nasser,9.20555351012105
121,versailles,9.20555351012105
122,macarthur,9.20555351012105
123,income,9.165642739033535
124,japan,9.102482511440039
125,indochina,9.0149331505124
126,philippines,9.0149331505124
127,shek,9.0149331505124
128,francisco,8.980016527879272
129,influence,8.930132054370656
130,family,8.882470983439005
131,kai,8.84091039653314
132,tokyo,8.84091039653314
133,presbyterian,8.84091039653314
134,international,8.71189611736892
135,help,8.6766535986403
136,chief,8.538708894355622
137,presidential,8.534756512524453
138,issue,8.534756512524453
139,oppose,8.532609036878624
140,indispensable,8.532609036878624
141,european,8.483473212446553
142,george,8.405363213285256
143,afford,8.39462329390472
144,log,8.39462329390472
145,canal,8.39462329390472
146,attendance,8.39462329390472
147,pastor,8.265546251629578
148,getting,8.1929237344768
149,sullivan,8.144297007996709
150,korean,8.144297007996709
151,withdraw,8.029980180316812
152,allen,8.029980180316812
153,usually,8.013766030371933
154,san,8.013766030371933
155,university,8.010284699977472
156,indians,7.92184573777626
157,appreciation,7.92184573777626
158,mutual,7.92184573777626
159,staff,7.886087187115544
160,retreat,7.819259149001159
161,1955,7.763621203554779
162,lawrence,7.721678820662294
163,platform,7.721678820662294
164,forces,7.68466927860266
165,administrative,7.628638789392509
166,princeton,7.628638789392509
167,nationalist,7.539735264250841
168,conceived,7.539735264250841
169,twelve,7.539735264250841
170,russians,7.539735264250841
171,member,7.525925308833175
172,invitation,7.454616035413249
173,formation,7.454616035413249
174,spite,7.454616035413249
175,lake,7.454616035413249
176,general,7.447746924541295
177,germany,7.388131774692762
178,young,7.380081095500648
179,bible,7.372972046372739
180,sending,7.372972046372739
181,tasks,7.372972046372739
182,under,7.3581992225016535
183,closing,7.294530620066176
184,france,7.25017643496729
185,resignation,7.219049964100482
186,1948,7.216656533172916
187,particularly,7.1507198130165905
188,india,7.146314675758733
189,differences,7.146314675758733
190,deal,7.118287064703943
191,church,7.086201197353699
192,case,7.023040969760203
193,tenure,7.0083289327848295
194,thoughts,7.0083289327848295
195,negotiations,7.0083289327848295
196,mixed,7.0083289327848295
197,planning,6.879251890509687
198,force,6.870723993639933
199,often,6.805420643911099
200,support,6.782912846739592
201,allies,6.758002646876818
202,loyalty,6.758002646876818
203,dealing,6.758002646876818
204,however,6.740024091904981
205,successful,6.697599040777992
206,uncle,6.643685819196921
207,senior,6.643685819196921
208,assembly,6.643685819196921
209,rev,6.643685819196921
210,skill,6.588887870820692
211,big,6.587494940226708
212,agent,6.535551376656369
213,eastern,6.535551376656369
214,threat,6.535551376656369
215,month,6.455314970844617
216,able,6.455314970844617
217,party,6.429563739770443
218,between,6.428177926026134
219,nomination,6.3835795627005245
220,degree,6.378715064829123
221,talking,6.335384459542404
222,toward,6.328713907373488
223,words,6.304022409963942
224,table,6.288323464722016
225,constant,6.288323464722016
226,places,6.288323464722016
227,invasion,6.288323464722016
228,moscow,6.242344428272618
229,appointment,6.242344428272618
230,these,6.233017269348407
231,inflexibly,6.212214667494625
232,radford,6.212214667494625
233,ambassadorial,6.212214667494625
234,293,6.212214667494625
235,signified,6.212214667494625
236,lowlands,6.212214667494625
237,934,6.212214667494625
238,dulleses,6.212214667494625
239,pepin,6.212214667494625
240,drooped,6.212214667494625
241,boldest,6.212214667494625
242,undercover,6.212214667494625
243,bref,6.212214667494625
244,underline,6.212214667494625
245,grueling,6.212214667494625
246,377,6.212214667494625
247,persuader,6.212214667494625
248,tier,6.212214667494625
249,neutralist,6.212214667494625
250,286,6.212214667494625
251,caracas,6.212214667494625
