,term,score
0,vinson,171.09109209497507
1,justice,67.06771161315022
2,president,55.417889989177866
3,truman,49.93875542618095
4,court,44.92559350722533
5,roosevelt,27.895053951463037
6,chief,27.750803906655772
7,bail,27.5953374346734
8,congress,27.48506860869349
9,constitutionality,23.226998237545843
10,treasury,23.165036461986883
11,louisa,21.18369574248188
12,majority,20.678826906311997
13,administrator,19.80461434444065
14,increases,19.303681225498938
15,secretary,19.28869121931133
16,loan,19.071596973481274
17,tax,19.00615337862721
18,communist,18.90468460064523
19,kentucky,18.832549082873406
20,labor,18.400870103269604
21,opinion,17.280060943916524
22,supreme,17.173863481320122
23,wallace,17.065218073757247
24,agency,16.338878441640922
25,act,16.101341634465353
26,upholding,15.88777180686141
27,appointment,15.605861070681545
28,byrnes,15.340807136479546
29,wage,15.079470528501682
30,governmental,13.808330265181574
31,states,13.011987005193701
32,1952,12.873142538841195
33,hangover,12.42442933498925
34,oath,12.398319377444366
35,relations,12.372725246056282
36,eleven,12.044970270475218
37,commerce,11.88276860666439
38,refused,11.757424782270148
39,stabilizer,11.613499118772921
40,washington,11.571768633803977
41,house,11.39073032176837
42,both,11.214398579968462
43,industry,11.177951935525037
44,reconversion,11.03813497386936
45,federal,10.862828424112578
46,economic,10.743416571513855
47,repercussions,10.59184787124094
48,negotiator,10.59184787124094
49,attorney,10.414123930708271
50,opinions,10.318877835764532
51,communists,10.137003970315227
52,bar,10.05004135969547
53,problems,10.043650773528526
54,political,9.890540814486828
55,office,9.854439574619393
56,congressional,9.725400605774771
57,branches,9.651840612749469
58,pleasing,9.651840612749469
59,outward,9.651840612749469
60,violated,9.651840612749469
61,sheep,9.651840612749469
62,friendship,9.649447181821902
63,associate,9.649447181821902
64,peace,9.62220871089722
65,campaign,9.57800936615088
66,government,9.57464630637917
67,reports,9.503076689313605
68,regarded,9.491049419605257
69,mobilization,9.416274541436703
70,vacancy,9.416274541436703
71,chosen,9.296098074852752
72,reduction,9.20555351012105
73,warring,9.20555351012105
74,district,9.165642739033535
75,coal,9.0149331505124
76,liberalism,9.0149331505124
77,security,8.862354388419428
78,smith,8.862354388419428
79,exceptional,8.680824981186067
80,segregation,8.680824981186067
81,enable,8.680824981186067
82,groups,8.640030471958262
83,senate,8.586931740660061
84,functions,8.532609036878624
85,transition,8.532609036878624
86,dignified,8.532609036878624
87,upheld,8.39462329390472
88,caused,8.334682389028437
89,overthrow,8.265546251629578
90,succeeded,8.239436294084694
91,generally,8.239436294084694
92,decision,8.1929237344768
93,common,8.102007685990813
94,election,8.057562428635391
95,contempt,8.029980180316812
96,appeals,7.92184573777626
97,sing,7.92184573777626
98,front,7.886087187115544
99,democratic,7.844707220718538
100,head,7.826407830705608
101,administered,7.721678820662294
102,top,7.645959064094935
103,twelve,7.539735264250841
104,leaders,7.532738080146395
105,each,7.49969570664854
106,bill,7.495927802370952
107,counsel,7.454616035413249
108,under,7.3581992225016535
109,convicted,7.294530620066176
110,jones,7.294530620066176
111,legislative,7.294530620066176
112,demonstrated,7.294530620066176
113,amid,7.294530620066176
114,instead,7.25017643496729
115,white,7.2464465889912315
116,stalin,7.219049964100482
117,negroes,7.219049964100482
118,1948,7.216656533172916
119,wrote,7.207650215144801
120,possible,7.086201197353699
121,marshall,7.076132036136192
122,state,7.0547931662076415
123,democrats,7.0083289327848295
124,department,6.991952608653563
125,advocate,6.942749287138848
126,breaking,6.942749287138848
127,posts,6.879251890509687
128,mentioned,6.81770857317618
129,conviction,6.81770857317618
130,demands,6.700027573130313
131,vigorous,6.588887870820692
132,decided,6.560588930278427
133,held,6.550014755964968
134,previously,6.535551376656369
135,law,6.507490198980225
136,members,6.507490198980225
137,price,6.483600403849848
138,cabinet,6.483600403849848
139,violence,6.432964787881268
140,organizations,6.432964787881268
141,stone,6.3835795627005245
142,talking,6.335384459542404
143,methods,6.242344428272618
144,advice,6.242344428272618
145,feuding,6.212214667494625
146,jailer,6.212214667494625
147,brotherhoods,6.212214667494625
148,conversant,6.212214667494625
149,soothing,6.212214667494625
150,harian,6.212214667494625
151,reconciler,6.212214667494625
152,relaxations,6.212214667494625
153,feinberg,6.212214667494625
154,brining,6.212214667494625
155,renominate,6.212214667494625
156,dissipate,6.212214667494625
157,guffey,6.212214667494625
158,dissociate,6.212214667494625
