,term,score
0,pepper,217.13288136043928
1,elderly,43.43328275737261
2,miami,28.50503952798848
3,claude,24.12960153187367
4,smathers,18.636644002483877
5,florida,18.047624910251205
6,house,17.89971907706458
7,law,17.3533071972806
8,senate,17.173863481320122
9,senator,16.766927903287556
10,election,13.429270714392318
11,citizens,12.967200807699696
12,cuban,12.398319377444366
13,district,12.220856985378047
14,candidate,12.054166199775775
15,older,11.973355370505697
16,legislation,11.442958184088763
17,65,11.309602896376262
18,crime,11.309602896376262
19,diaries,11.03813497386936
20,mandatory,11.03813497386936
21,percent,10.828574946150724
22,stands,10.7194720136381
23,primary,10.7194720136381
24,political,9.890540814486828
25,committee,9.448268263138266
26,liberal,9.296098074852752
27,president,9.236314998196312
28,support,9.043883795652789
29,reed,8.84091039653314
30,practice,8.640030471958262
31,graduating,8.532609036878624
32,fought,8.483473212446553
33,supporter,8.144297007996709
34,sponsored,8.144297007996709
35,alabama,7.628638789392509
36,americans,7.423635147633769
37,red,7.423635147633769
38,hoover,7.372972046372739
39,pro,7.372972046372739
40,beach,7.372972046372739
41,oldest,7.372972046372739
42,statement,7.353043655403187
43,states,7.228881669552056
44,resolution,7.219049964100482
45,chairman,7.086201197353699
46,advocate,6.942749287138848
47,re,6.841167104310897
48,former,6.783502780852597
49,argued,6.588887870820692
50,eisenhower,6.535551376656369
51,congressional,6.483600403849848
52,tallahassee,6.212214667494625
53,denson,6.212214667494625
54,predominant,6.212214667494625
55,unenthusiastic,6.212214667494625
56,amtrak,6.212214667494625
57,dudleyville,6.212214667494625
58,alienate,6.212214667494625
59,fulbright,6.212214667494625
60,bal,6.212214667494625
61,harbour,6.212214667494625
62,fares,6.212214667494625
63,determines,6.212214667494625
64,trammel,6.212214667494625
65,peppers,6.212214667494625
66,deets,6.212214667494625
67,policies,6.1104284926890235
68,hospital,6.000261208848423
69,defeated,5.9866776852528485
70,age,5.9570457834006
71,workers,5.947072430660489
72,office,5.912663744771636
73,security,5.908236258946285
74,declined,5.908236258946285
75,seat,5.8701398690048965
76,fair,5.8701398690048965
77,hispanic,5.806749559386461
78,licenses,5.806749559386461
79,fidel,5.806749559386461
80,exempted,5.806749559386461
81,statewide,5.806749559386461
82,biscayne,5.806749559386461
83,steelworker,5.806749559386461
84,gables,5.806749559386461
85,pulpit,5.806749559386461
86,unnoticed,5.806749559386461
87,views,5.796057325644199
88,walter,5.796057325644199
89,representative,5.689837675016301
90,retirement,5.588975967762519
91,backer,5.51906748693468
92,duncan,5.51906748693468
93,sharecropper,5.51906748693468
94,unopposed,5.51906748693468
95,assailing,5.51906748693468
96,boiler,5.51906748693468
97,castro,5.51906748693468
98,coral,5.51906748693468
99,nicaraguan,5.51906748693468
100,barring,5.51906748693468
101,abolishing,5.51906748693468
102,isolationist,5.51906748693468
103,recapture,5.51906748693468
104,waiter,5.51906748693468
105,invalids,5.51906748693468
106,70,5.431414212056289
107,abolished,5.29592393562047
108,eyewitness,5.29592393562047
109,medicare,5.29592393562047
110,normalization,5.29592393562047
111,resounding,5.29592393562047
112,affluent,5.29592393562047
113,lumber,5.29592393562047
114,scheduling,5.29592393562047
115,labor,5.25739145807703
116,term,5.175747469036519
117,soviet,5.149257015536478
118,stalwart,5.113602378826515
119,robeson,5.113602378826515
120,unabashed,5.113602378826515
121,informing,5.113602378826515
122,razor,5.113602378826515
123,nazism,5.113602378826515
124,compulsory,5.113602378826515
125,roosevelt,5.071827991175097
126,1929,5.071827991175097
127,policy,5.021825386764263
128,bill,4.997285201580635
129,introducing,4.959451698999257
130,panel,4.959451698999257
131,horace,4.959451698999257
132,perry,4.959451698999257
133,condemning,4.959451698999257
134,henry,4.925421183128508
135,1936,4.925421183128508
136,rights,4.925421183128508
137,ran,4.902029103602125
138,every,4.897086868472471
139,foreign,4.83345095664486
140,meals,4.8259203063747345
141,arkansas,4.8259203063747345
142,inviting,4.8259203063747345
143,fletcher,4.8259203063747345
144,referendum,4.8259203063747345
145,someday,4.8259203063747345
146,1948,4.81110435544861
147,politics,4.78900468307544
148,deal,4.745524709802629
149,operator,4.7081372707183515
150,bonn,4.7081372707183515
151,repeal,4.7081372707183515
152,dubbed,4.7081372707183515
153,citing,4.7081372707183515
154,fascism,4.7081372707183515
155,lou,4.7081372707183515
156,legislators,4.7081372707183515
157,lease,4.7081372707183515
158,78,4.602776755060525
159,88,4.602776755060525
160,beta,4.602776755060525
161,fiery,4.602776755060525
162,kappa,4.602776755060525
163,taking,4.600383324132958
164,tells,4.5074665752562
165,overwhelmingly,4.5074665752562
166,pushing,4.5074665752562
167,believed,4.4464612418607015
168,black,4.428027931650853
169,depicted,4.42045519826657
170,insure,4.42045519826657
171,irene,4.42045519826657
172,adults,4.42045519826657
173,rebels,4.42045519826657
174,hopkins,4.42045519826657
175,lend,4.42045519826657
176,phi,4.42045519826657
177,flair,4.42045519826657
178,definition,4.42045519826657
179,communities,4.42045519826657
180,army,4.391663293484472
181,legacy,4.3404124905930335
182,johns,4.3404124905930335
183,dramatically,4.3404124905930335
184,fishing,4.3404124905930335
185,mildred,4.3404124905930335
186,bush,4.3404124905930335
187,procedures,4.3404124905930335
188,chase,4.3404124905930335
189,residents,4.3404124905930335
190,18th,4.3404124905930335
191,oratory,4.3404124905930335
192,congressman,4.3404124905930335
193,stomach,4.266304518439312
194,incumbent,4.266304518439312
195,advocacy,4.266304518439312
196,downtown,4.266304518439312
197,poll,4.266304518439312
198,wallace,4.266304518439312
199,anglo,4.266304518439312
200,senators,4.266304518439312
201,select,4.266304518439312
202,mussolini,4.266304518439312
203,considered,4.235740210545048
204,responsibilities,4.19731164695236
205,afford,4.19731164695236
206,sponsor,4.19731164695236
207,noble,4.19731164695236
208,espoused,4.19731164695236
209,ii,4.154096221504538
210,entered,4.1381598822061845
211,ala,4.132773125814789
212,license,4.132773125814789
213,protege,4.132773125814789
