,term,score
0,her,86.42853673956996
1,she,79.48574784651251
2,wharton,62.12214667494625
3,ethan,31.061073337473125
4,frome,31.061073337473125
5,edith,28.95552183824841
6,brice,23.226998237545843
7,innocence,21.702062452965166
8,mrs,19.146334615441617
9,stories,18.2090772839528
10,books,17.737991234314908
11,saint,17.065218073757247
12,published,12.184031118917392
13,france,12.08362739161215
14,awarded,11.665511205961185
15,mirth,11.613499118772921
16,chronicler,11.03813497386936
17,brownstone,11.03813497386936
18,letters,10.985915058779593
19,book,10.760244358188162
20,abroad,10.459609627624717
21,story,9.854439574619393
22,society,9.81859712722633
23,short,9.540747871452277
24,french,9.240967991679922
25,paris,8.930132054370656
26,newport,8.84091039653314
27,edward,8.586931740660061
28,brown,8.534756512524453
29,written,8.504953419772164
30,novel,8.147121318084434
31,arts,8.057562428635391
32,villa,8.029980180316812
33,avenue,8.013766030371933
34,jones,7.294530620066176
35,drawing,7.219049964100482
36,wrote,7.207650215144801
37,tragedy,7.146314675758733
38,davis,7.0083289327848295
39,1899,7.0083289327848295
40,title,6.991952608653563
41,succession,6.879251890509687
42,child,6.782912846739592
43,theatre,6.758002646876818
44,author,6.75420449369114
45,eight,6.75420449369114
46,legion,6.700027573130313
47,successfully,6.700027573130313
48,best,6.654459331979712
49,background,6.588887870820692
50,love,6.587494940226708
51,woman,6.455314970844617
52,relief,6.3835795627005245
53,names,6.335384459542404
54,do,6.309942717059958
55,1905,6.288323464722016
56,although,6.252110384359037
57,tuck,6.212214667494625
58,maupassant,6.212214667494625
59,shielded,6.212214667494625
60,gallatins,6.212214667494625
61,lyautey,6.212214667494625
62,treymes,6.212214667494625
63,bourget,6.212214667494625
64,joneses,6.212214667494625
65,colombes,6.212214667494625
66,menken,6.212214667494625
67,actaeon,6.212214667494625
68,novelettes,6.212214667494625
69,stevenses,6.212214667494625
70,antimacassar,6.212214667494625
71,schermerhorns,6.212214667494625
72,foret,6.212214667494625
73,tyler,6.212214667494625
74,workrooms,6.212214667494625
75,pendletons,6.212214667494625
76,ferrard,6.212214667494625
77,courtesies,6.212214667494625
78,rhinelanders,6.212214667494625
79,salvaged,6.212214667494625
80,hyeres,6.212214667494625
81,artemis,6.212214667494625
82,tidied,6.212214667494625
83,sous,6.212214667494625
84,staten,6.212214667494625
85,divorcees,6.212214667494625
86,ledyards,6.212214667494625
87,crudities,6.212214667494625
88,egerton,6.212214667494625
89,marne,6.212214667494625
90,oise,6.212214667494625
91,encouraged,6.1104284926890235
92,social,6.090493574560256
93,critics,6.04503815949845
94,tomorrow,6.0270830998878875
95,age,5.9570457834006
96,mostly,5.947072430660489
97,thirty,5.832755602980592
98,capital,5.832755602980592
99,autobiography,5.832755602980592
100,people,5.817293577955479
101,parcels,5.806749559386461
102,apoplectic,5.806749559386461
103,brevity,5.806749559386461
104,tidy,5.806749559386461
105,pasture,5.806749559386461
106,luster,5.806749559386461
107,lucretia,5.806749559386461
108,novelette,5.806749559386461
109,newbold,5.806749559386461
110,hospitality,5.806749559386461
111,bracketed,5.806749559386461
112,hermit,5.806749559386461
113,inimitable,5.806749559386461
114,nathaniel,5.806749559386461
115,absurdity,5.806749559386461
116,wilbur,5.806749559386461
117,massey,5.806749559386461
118,tompkins,5.806749559386461
119,rhinelander,5.806749559386461
120,bourgeoisie,5.806749559386461
121,villas,5.806749559386461
122,panorama,5.806749559386461
123,provence,5.806749559386461
124,projecting,5.806749559386461
125,plush,5.806749559386461
126,burlingame,5.806749559386461
127,unmolested,5.806749559386461
128,pelican,5.806749559386461
129,volume,5.796057325644199
130,walter,5.796057325644199
131,friend,5.664246033718937
132,cross,5.655648808297702
133,brownell,5.51906748693468
134,touchstone,5.51906748693468
135,constricted,5.51906748693468
136,inherit,5.51906748693468
137,scribner,5.51906748693468
138,serially,5.51906748693468
139,sellers,5.51906748693468
140,flare,5.51906748693468
141,commodore,5.51906748693468
142,misses,5.51906748693468
143,mentors,5.51906748693468
144,detected,5.51906748693468
145,cramped,5.51906748693468
146,owen,5.51906748693468
147,expatriated,5.51906748693468
148,ago,5.453296538466558
149,fifth,5.401338457327208
150,orphans,5.29592393562047
151,hid,5.29592393562047
152,fools,5.29592393562047
153,flaubert,5.29592393562047
154,hawthorne,5.29592393562047
155,respectful,5.29592393562047
156,blended,5.29592393562047
157,unaware,5.29592393562047
158,belated,5.29592393562047
159,veil,5.29592393562047
160,seine,5.29592393562047
161,including,5.291094874655731
162,editor,5.2853639420265095
163,beyond,5.25739145807703
164,institute,5.2298048138123585
165,lenox,5.113602378826515
166,sheltered,5.113602378826515
167,counsels,5.113602378826515
168,immoral,5.113602378826515
169,winthrop,5.113602378826515
170,honoring,5.113602378826515
171,authorship,5.113602378826515
172,biblical,5.113602378826515
173,berry,5.113602378826515
174,cow,5.113602378826515
175,belgian,5.113602378826515
176,seventies,5.113602378826515
177,housed,5.113602378826515
178,flocked,5.113602378826515
179,always,5.0067596556738625
180,honor,4.973042480515945
181,reputation,4.973042480515945
182,severity,4.959451698999257
183,disguised,4.959451698999257
184,refinements,4.959451698999257
185,respectively,4.959451698999257
186,madame,4.959451698999257
187,comparable,4.959451698999257
188,pavilion,4.959451698999257
189,astor,4.959451698999257
190,philanthropist,4.959451698999257
191,itself,4.949090098422513
192,critic,4.949090098422513
193,certain,4.949090098422513
194,picture,4.925421183128508
195,henry,4.925421183128508
196,aug,4.878907458799973
197,real,4.856050067152728
198,little,4.836171069990234
199,despised,4.8259203063747345
200,pauline,4.8259203063747345
201,spelled,4.8259203063747345
202,impressions,4.8259203063747345
203,verbal,4.8259203063747345
204,interim,4.8259203063747345
205,inclination,4.8259203063747345
206,writes,4.8259203063747345
207,icy,4.8259203063747345
208,disciple,4.8259203063747345
209,manual,4.8259203063747345
210,chevalier,4.8259203063747345
211,judith,4.8259203063747345
212,outlet,4.8259203063747345
213,between,4.8211334445196
214,letting,4.7081372707183515
215,refugee,4.7081372707183515
216,yorkers,4.7081372707183515
217,accompany,4.7081372707183515
218,flesh,4.7081372707183515
219,believes,4.7081372707183515
220,elmer,4.7081372707183515
221,showed,4.640788738767997
222,katharine,4.602776755060525
223,maid,4.602776755060525
224,coffin,4.602776755060525
225,skilled,4.602776755060525
226,bailey,4.602776755060525
227,dramatized,4.602776755060525
228,frustration,4.602776755060525
229,versailles,4.602776755060525
230,fed,4.602776755060525
231,provincial,4.602776755060525
232,amiable,4.602776755060525
233,twilight,4.602776755060525
234,recover,4.602776755060525
235,madrid,4.602776755060525
236,four,4.548870354714208
237,wells,4.5074665752562
238,decoration,4.5074665752562
239,shorter,4.5074665752562
240,overnight,4.5074665752562
241,hitherto,4.5074665752562
242,stevens,4.5074665752562
243,departed,4.5074665752562
244,comparative,4.5074665752562
245,known,4.441235491719502
246,writer,4.428027931650853
247,black,4.428027931650853
248,souls,4.42045519826657
249,morocco,4.42045519826657
250,et,4.42045519826657
251,convey,4.42045519826657
252,leisure,4.42045519826657
253,summer,4.409762964524308
254,11,4.409762964524308
255,room,4.391663293484472
256,12,4.391663293484472
257,1862,4.3404124905930335
258,chairs,4.3404124905930335
259,inherited,4.3404124905930335
260,donald,4.3404124905930335
261,gardens,4.3404124905930335
262,overly,4.3404124905930335
263,sixties,4.3404124905930335
264,judgments,4.3404124905930335
265,instances,4.3404124905930335
266,leopold,4.3404124905930335
267,dull,4.3404124905930335
268,materials,4.3404124905930335
269,hudson,4.3404124905930335
270,skin,4.3404124905930335
271,added,4.33832679932015
272,once,4.3245901290868805
273,well,4.3119051207583174
274,study,4.286375826513629
275,health,4.286375826513629
276,cornell,4.266304518439312
277,descended,4.266304518439312
278,plunged,4.266304518439312
279,assertion,4.266304518439312
280,beginnings,4.266304518439312
281,bread,4.266304518439312
282,raymond,4.266304518439312
283,james,4.202681606642628
284,ancestry,4.19731164695236
285,forties,4.19731164695236
286,vivid,4.19731164695236
287,masterpiece,4.19731164695236
288,lying,4.19731164695236
289,teens,4.19731164695236
290,stuff,4.19731164695236
291,modern,4.186354985364305
292,knew,4.1381598822061845
293,veterans,4.132773125814789
294,gordon,4.132773125814789
295,rested,4.132773125814789
296,niece,4.132773125814789
297,writing,4.106663168269906
298,read,4.075654795197976
299,grim,4.0721485039983545
300,ap,4.0721485039983545
301,happen,4.0721485039983545
302,live,4.060329049706837
303,europe,4.045119850936398
304,adapted,4.014990090158406
305,gay,4.014990090158406
306,collaboration,4.014990090158406
307,frederick,3.96092286888813
308,oh,3.96092286888813
309,colonial,3.96092286888813
310,max,3.96092286888813
311,gives,3.96092286888813
312,fifties,3.96092286888813
313,card,3.96092286888813
314,sent,3.941775829847757
315,upon,3.927438850890532
316,say,3.927438850890532
317,seasons,3.9096295745005794
318,loving,3.9096295745005794
319,protestant,3.9096295745005794
