,term,score
0,mitchell,104.93279117380901
1,atlanta,91.5436654727101
2,she,69.75279913061301
3,her,59.13531461128471
4,miss,33.75147567784957
5,wind,28.30452814454477
6,book,26.900610895470404
7,gone,20.919219255249434
8,stephens,17.420248678159382
9,marsh,17.420248678159382
10,driver,15.84369147555252
11,000,14.024288856033916
12,novel,13.578535530140723
13,driving,13.516005293753636
14,movie,12.807782131004434
15,gravitt,12.42442933498925
16,perkerson,12.42442933498925
17,peachtree,12.42442933498925
18,manuscript,12.398319377444366
19,scarlett,11.613499118772921
20,rhett,11.613499118772921
21,suitcase,11.613499118772921
22,taxi,11.03813497386936
23,speeding,11.03813497386936
24,georgia,10.828574946150724
25,macmillan,10.59184787124094
26,besieged,10.59184787124094
27,copies,10.318877835764532
28,journal,10.318877835764532
29,ankle,10.22720475765303
30,fractured,9.918903397998514
31,characters,9.725400605774771
32,peggy,9.416274541436703
33,write,9.08253143929974
34,police,8.920608645990733
35,south,8.747451907037902
36,struck,8.534756512524453
37,phenomenal,8.39462329390472
38,reconstruction,8.265546251629578
39,injured,8.029980180316812
40,company,7.970827849274073
41,stories,7.803890264551201
42,greeted,7.539735264250841
43,sold,7.495927802370952
44,my,7.490950382972258
45,eugene,7.294530620066176
46,physicians,7.294530620066176
47,gov,7.219049964100482
48,thursday,7.219049964100482
49,margaret,7.219049964100482
50,attorney,6.942749287138848
51,languages,6.81770857317618
52,accident,6.81770857317618
53,former,6.783502780852597
54,historical,6.758002646876818
55,author,6.75420449369114
56,funeral,6.75420449369114
57,bar,6.700027573130313
58,50,6.669691862791052
59,hoped,6.643685819196921
60,shown,6.483600403849848
61,days,6.348967416841416
62,huguenot,6.212214667494625
63,bookseller,6.212214667494625
64,ovies,6.212214667494625
65,sedentary,6.212214667494625
66,dogwood,6.212214667494625
67,bookstands,6.212214667494625
68,framing,6.212214667494625
69,raffle,6.212214667494625
70,doorbell,6.212214667494625
71,raimundo,6.212214667494625
72,maybelle,6.212214667494625
73,incoherent,6.212214667494625
74,arnall,6.212214667494625
75,attaches,6.212214667494625
76,clover,6.212214667494625
77,frankenstein,6.212214667494625
78,medora,6.212214667494625
79,job,6.207239823309276
80,writing,6.159994752404859
81,president,6.157543332130874
82,car,6.1104284926890235
83,since,6.046937206808835
84,smith,5.908236258946285
85,society,5.891158276335798
86,street,5.869805873029206
87,private,5.827551653383988
88,latham,5.806749559386461
89,drawers,5.806749559386461
90,backs,5.806749559386461
91,talmadge,5.806749559386461
92,pelvis,5.806749559386461
93,tighten,5.806749559386461
94,officiating,5.806749559386461
95,northampton,5.806749559386461
96,disrupted,5.806749559386461
97,spine,5.806749559386461
98,danish,5.806749559386461
99,bees,5.806749559386461
100,desks,5.806749559386461
101,wrote,5.766120172115841
102,publication,5.760020314638842
103,leigh,5.51906748693468
104,overtime,5.51906748693468
105,shelves,5.51906748693468
106,hideaway,5.51906748693468
107,scribbled,5.51906748693468
108,rays,5.51906748693468
109,nephews,5.51906748693468
110,037,5.51906748693468
111,grady,5.51906748693468
112,licensing,5.51906748693468
113,gracefully,5.51906748693468
114,gripped,5.51906748693468
115,bashful,5.51906748693468
116,paragraphs,5.51906748693468
117,trip,5.461949156317866
118,autograph,5.29592393562047
119,hara,5.29592393562047
120,vivien,5.29592393562047
121,threads,5.29592393562047
122,drivers,5.29592393562047
123,violations,5.29592393562047
124,murmured,5.29592393562047
125,commitments,5.29592393562047
126,state,5.291094874655731
127,editor,5.2853639420265095
128,staff,5.25739145807703
129,mrs,5.221727622393169
130,payments,5.113602378826515
131,wired,5.113602378826515
132,typewritten,5.113602378826515
133,suggesting,5.113602378826515
134,regulations,5.113602378826515
135,impersonated,5.113602378826515
136,answering,5.113602378826515
137,voluntarily,5.113602378826515
138,selznick,5.113602378826515
139,thirteenth,5.113602378826515
140,rewriting,5.113602378826515
141,dreary,5.113602378826515
142,top,5.097306042729957
143,1935,5.097306042729957
144,exasperation,4.959451698999257
145,patch,4.959451698999257
146,housewife,4.959451698999257
147,posterity,4.959451698999257
148,lowered,4.959451698999257
149,responses,4.959451698999257
150,personage,4.959451698999257
151,1936,4.925421183128508
152,picture,4.925421183128508
153,shortly,4.878907458799973
154,ellis,4.8259203063747345
155,labeled,4.8259203063747345
156,drunken,4.8259203063747345
157,laundry,4.8259203063747345
158,indictment,4.8259203063747345
159,preparatory,4.8259203063747345
160,waved,4.8259203063747345
161,closet,4.8259203063747345
162,down,4.806170819986484
163,brother,4.76714654201106
164,appoint,4.7081372707183515
165,jenkins,4.7081372707183515
166,servants,4.7081372707183515
167,450,4.7081372707183515
168,typewriter,4.7081372707183515
169,crossing,4.7081372707183515
170,injuries,4.7081372707183515
171,piled,4.7081372707183515
172,sinking,4.7081372707183515
173,gable,4.7081372707183515
174,settlers,4.7081372707183515
175,infrequent,4.7081372707183515
176,fame,4.682027313173468
177,together,4.640788738767997
178,hugh,4.602776755060525
179,pulling,4.602776755060525
180,unpredictable,4.602776755060525
181,amiable,4.602776755060525
182,oakland,4.602776755060525
183,merits,4.602776755060525
184,originated,4.602776755060525
185,indication,4.602776755060525
186,yearly,4.602776755060525
187,attended,4.560778069540598
188,husband,4.54126571964987
189,throngs,4.5074665752562
190,bulletin,4.5074665752562
191,vague,4.5074665752562
192,scout,4.5074665752562
193,skull,4.5074665752562
194,mode,4.5074665752562
195,filling,4.5074665752562
196,auto,4.5074665752562
197,association,4.502802995794093
198,million,4.502802995794093
199,sixteen,4.42045519826657
200,seminary,4.42045519826657
201,decorations,4.42045519826657
202,11,4.409762964524308
203,international,4.35594805868446
204,butler,4.3404124905930335
205,revision,4.3404124905930335
206,spell,4.3404124905930335
207,intervals,4.3404124905930335
208,traffic,4.3404124905930335
209,luncheon,4.3404124905930335
210,announced,4.33832679932015
211,confusion,4.266304518439312
212,labored,4.266304518439312
213,surrendered,4.266304518439312
214,overwhelmed,4.266304518439312
215,lists,4.266304518439312
216,sherman,4.266304518439312
217,returns,4.266304518439312
218,descended,4.266304518439312
219,written,4.252476709886082
220,started,4.202681606642628
221,attendance,4.19731164695236
222,lavish,4.19731164695236
223,49,4.19731164695236
224,rumors,4.19731164695236
225,carolina,4.19731164695236
226,cathedral,4.19731164695236
227,herman,4.19731164695236
228,phone,4.19731164695236
229,finally,4.154096221504538
230,mind,4.1381598822061845
231,regained,4.132773125814789
232,engagements,4.132773125814789
233,telegraph,4.132773125814789
234,decide,4.132773125814789
235,royalties,4.132773125814789
236,fan,4.0721485039983545
237,premiere,4.0721485039983545
238,fat,4.0721485039983545
239,chapter,4.0721485039983545
240,editing,4.0721485039983545
241,making,4.030025439665633
242,half,4.015044096207317
243,medals,4.014990090158406
244,thick,4.014990090158406
245,bond,4.014990090158406
246,hospital,4.000174139232282
247,burning,3.96092286888813
248,flag,3.96092286888813
249,ambitions,3.96092286888813
250,story,3.941775829847757
251,full,3.913203915352804
252,living,3.913203915352804
253,june,3.913203915352804
254,abandon,3.9096295745005794
255,maker,3.9096295745005794
256,advertising,3.9096295745005794
257,59,3.9096295745005794
258,lawyers,3.9096295745005794
259,philip,3.860839410331147
260,winner,3.860839410331147
261,see,3.8435104526924677
262,today,3.829858522551668
263,relatives,3.8143193946962546
264,imagine,3.8143193946962546
265,mail,3.8143193946962546
266,capitol,3.8143193946962546
267,college,3.802831084218222
268,seller,3.7698676321254205
269,sudden,3.7698676321254205
270,asked,3.74984785332427
271,automobile,3.7273080177066245
272,authors,3.7273080177066245
273,suggestion,3.6864860231863696
274,reporters,3.6864860231863696
275,consciousness,3.6864860231863696
276,busy,3.647265310033088
277,sales,3.647265310033088
278,clark,3.647265310033088
279,neighborhood,3.609524982050241
280,dedicated,3.5731573378793664
281,sale,3.5731573378793664
282,translated,3.5731573378793664
283,10,3.550926266262994
284,grow,3.538066018068096
285,fit,3.538066018068096
286,allied,3.538066018068096
287,mean,3.5041644663924147
288,murder,3.5041644663924147
289,discussed,3.5041644663924147
290,bureau,3.5041644663924147
291,published,3.4811517482621124
292,lee,3.471374643569424
293,visitors,3.471374643569424
294,wasn,3.471374643569424
295,mountain,3.471374643569424
296,gathered,3.471374643569424
297,mother,3.4471565955249703
298,city,3.4471565955249703
299,me,3.4471565955249703
300,herbert,3.4396259452548437
301,dean,3.4396259452548437
302,worked,3.4248099943287196
303,friends,3.4248099943287196
304,cemetery,3.40885428658809
305,pulitzer,3.379001323438409
306,height,3.379001323438409
307,readers,3.379001323438409
308,weight,3.379001323438409
309,printed,3.3500137865651567
310,spoken,3.3500137865651567
311,always,3.337839770449242
312,revealed,3.3218429095984603
313,john,3.2957329520535774
314,granted,3.294443935410346
315,almost,3.275007377982484
316,estimated,3.2677756883281845
317,sit,3.2677756883281845
318,imagination,3.2677756883281845
319,unknown,3.2677756883281845
320,late,3.254494377648106
321,page,3.241800201924924
322,buy,3.241800201924924
323,intended,3.216482393940634
324,publisher,3.216482393940634
325,can,3.174483708420708
326,charged,3.167692229771202
327,aside,3.167692229771202
328,hill,3.167692229771202
329,praise,3.144161732361008
330,negro,3.144161732361008
331,places,3.144161732361008
332,forty,3.144161732361008
333,wrong,3.121172214136309
334,appointment,3.121172214136309
335,version,3.121172214136309
336,reporter,3.121172214136309
337,burial,3.121172214136309
338,leaves,3.121172214136309
339,fully,3.0986993582842506
340,you,3.078771666065437
341,duty,3.076720451565475
342,another,3.0601668807408107
343,finished,3.0552142463445118
344,29,3.0341608371466795
345,familiar,3.0341608371466795
346,being,3.0234686034044174
347,received,3.014398293073635
348,country,3.014398293073635
349,debut,3.0135415499439437
350,arrested,3.0135415499439437
351,way,2.996380153188903
352,besides,2.9933388426264242
353,telephone,2.9735362153302445
354,questions,2.9735362153302445
355,family,2.960823661146335
356,previous,2.9541181294731427
357,ordered,2.9541181294731427
358,declined,2.9541181294731427
359,manager,2.9541181294731427
360,motion,2.916377801490296
361,thirty,2.916377801490296
362,newspaper,2.8980286628220995
363,once,2.8830600860579203
364,day,2.8661823487661913
365,leaving,2.8623105802200204
366,governor,2.8623105802200204
367,parts,2.8623105802200204
368,audiences,2.8623105802200204
369,killed,2.7944879838812593
370,lawyer,2.7944879838812593
371,board,2.778227463009479
372,talent,2.778227463009479
373,sea,2.7464787646948983
374,records,2.7464787646948983
375,david,2.7464787646948983
376,joseph,2.7464787646948983
377,schools,2.730974578158933
378,countries,2.730974578158933
379,loved,2.730974578158933
380,win,2.730974578158933
381,activities,2.7157071060281446
382,letter,2.7157071060281446
383,apartment,2.7157071060281446
384,1922,2.7157071060281446
385,vice,2.6858541428784637
386,try,2.6858541428784637
387,determined,2.671255343457311
388,trouble,2.671255343457311
389,forced,2.671255343457311
390,sunday,2.671255343457311
391,immediate,2.6568666060052113
392,1943,2.6568666060052113
393,recognized,2.6568666060052113
394,writers,2.6568666060052113
395,whatever,2.6568666060052113
396,hold,2.6426819710132547
397,else,2.6426819710132547
398,hotel,2.6426819710132547
399,giving,2.628695729038515
400,fourth,2.628695729038515
401,person,2.628695729038515
402,formal,2.6149024069061793
403,1926,2.6012967548504005
404,authority,2.6012967548504005
405,opening,2.6012967548504005
406,spring,2.6012967548504005
407,scene,2.5878737345182596
408,club,2.5878737345182596
409,nine,2.5878737345182596
410,1947,2.574628507768239
411,question,2.5615564262008865
412,dec,2.5615564262008865
413,1937,2.5486530213649785
414,changed,2.5359139955875487
415,criticism,2.5359139955875487
416,twenty,2.5359139955875487
417,honorary,2.5233352133806886
418,1949,2.5109126933821315
419,explained,2.5109126933821315
420,1939,2.5109126933821315
421,500,2.4986426007903173
422,subject,2.4865212402579724
423,16,2.4865212402579724
424,graduated,2.4865212402579724
425,look,2.4745450492112564
426,heard,2.4745450492112564
427,looking,2.4745450492112564
428,meeting,2.4745450492112564
429,interview,2.462710591564254
430,rights,2.462710591564254
431,retired,2.4394537293999865
432,aug,2.4394537293999865
433,de,2.428025033576364
434,foreign,2.41672547832243
435,anything,2.41672547832243
436,millions,2.41672547832243
437,future,2.39450234153772
438,addition,2.3727623549013144
439,turn,2.3727623549013144
440,fall,2.3620670657845664
441,robert,2.3620670657845664
442,magazine,2.3514849564540294
443,prize,2.3514849564540294
444,paid,2.341013656586734
445,passed,2.341013656586734
446,sought,2.3306508695511874
447,suffered,2.3306508695511874
448,am,2.3203943693839983
449,showed,2.3203943693839983
450,town,2.3102419979199804
451,act,2.300191662066479
452,word,2.290241331213311
453,mass,2.290241331213311
454,accepted,2.290241331213311
455,field,2.290241331213311
456,according,2.2609709489131973
457,form,2.232533013592664
458,side,2.232533013592664
459,position,2.2140139658254263
460,summer,2.204881482262154
461,civil,2.204881482262154
462,big,2.195831646742236
463,added,2.169163399660075
464,marriage,2.169163399660075
465,woman,2.1517716569482057
466,education,2.1431879132568143
